shared-library,"/usr/local/bin/node",0x00002550,0x0020c7b6
shared-library,"/usr/lib/libssl.0.9.7.dylib",0x90b7d8c0,0x90b9df42
shared-library,"/usr/lib/libcrypto.0.9.7.dylib",0x9640e600,0x964a8c92
shared-library,"/usr/lib/libSystem.B.dylib",0x9728e0a0,0x973c26d0
shared-library,"/usr/lib/libstdc++.6.dylib",0x951b0fb4,0x951f8005
shared-library,"/usr/lib/libgcc_s.1.dylib",0x901b5780,0x901bc71e
shared-library,"/usr/lib/system/libmathCommon.A.dylib",0x976062b0,0x976071e7
profiler,"begin",1
tick,0x972e5c17,0xbfffed30,0x0,4
code-creation,CallIC,0x73d520,89,"ToObject"
code-creation,LoadIC,0x73d580,61,"$String"
code-creation,StoreIC,0x73d5c0,88,"super_"
code-creation,StoreIC,0x73d620,118,"testElement"
code-creation,StoreIC,0x73d6a0,118,"getElements"
code-creation,StoreIC,0x73d720,118,"getElementById"
code-creation,StoreIC,0x73d7a0,118,"getElementsByTagName"
code-creation,StoreIC,0x73d820,118,"getElementsByTagType"
code-creation,LoadIC,0x73d8a0,73,"Object"
code-creation,CallIC,0x73d900,76,"keys"
code-creation,LoadIC,0x73d960,62,"id"
code-creation,LoadIC,0x73d9a0,62,"filename"
code-creation,CallIC,0x73d9e0,130,"basename"
code-creation,CallIC,0x73da80,150,"substr"
code-creation,LoadIC,0x73db20,73,"RegExp"
code-creation,CallIC,0x73db80,130,"join"
code-creation,LoadIC,0x73dc20,82,"constructor"
code-creation,CallIC,0x73dc80,117,"slice"
code-creation,CallIC,0x73dd00,130,"join"
code-creation,CallIC,0x73dda0,117,"shift"
code-creation,CallIC,0x73de20,124,"stat"
code-creation,CallIC,0x73dec0,147,"loadSync"
code-creation,KeyedLoadIC,0x73df60,77,"fs"
tick,0x972d01fa,0xbfffe8cc,0x320ac7,3,0x17450,0x6529f6,0x6513c1,0x640744,0x587f35,0x593ac5,0x58bfb5,0x72e3c9,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1e1bf0,0xbfffd9c0,0x32b72f,2,0x64035f,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e3c9,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Script,0x73e100,99,"/Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js"
tick,0x1e1c17,0xbfffc460,0x32b72f,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e3c9,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x73e1a0,405,"runningInNode /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:25"
code-creation,Function,0x73e380,126,"Parser /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:58"
code-creation,Function,0x73e460,141,"RssHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:413"
code-creation,Function,0x73e540,609,"DefaultHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:517"
code-creation,Function,0x73e860,70,"tempCtor /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:737"
code-creation,Function,0x73e8e0,206,"inherits /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:736"
code-creation,Function,0x73ea20,169,"Parser$parseComplete /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:79"
tick,0xffff07e3,0xbfffcfec,0x15,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e3c9,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x73eb20,310,"Parser$parseChunk /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:86"
code-creation,Function,0x73ecc0,975,"Parser$done /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:94"
code-creation,Function,0x73f180,356,"Parser$reset /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:119"
code-creation,Function,0x73f380,1097,"Parser$parseTagAttribs /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:149"
code-creation,Function,0x740100,3615,"Parser$parseAttribs /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:163"
code-creation,Function,0x741100,459,"Parser$parseTagName /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:192"
tick,0x161c14,0xbfffd2b0,0x0,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e3c9,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x750100,16845,"Parser$parseTags /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:203"
code-creation,Function,0x741340,844,"Parser$validateHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:364"
code-creation,Function,0x741740,1733,"Parser$writeHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:382"
code-creation,Function,0x742100,229,"Parser$handleError /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:405"
code-creation,Function,0x742240,151," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:422"
code-creation,Function,0x742320,1876," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:449"
code-creation,Function,0x742c00,1866," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:489"
tick,0xc55c2,0xbfffce40,0x6e2c5b,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e3c9,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x756100,4524,"RssHandler$done /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:418"
code-creation,Function,0x757640,262,"DefaultHandler$_tagStack$last /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:560"
code-creation,Function,0x7577a0,243,"DefaultHandler$reset /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:556"
code-creation,Function,0x757900,156,"DefaultHandler$done /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:565"
code-creation,Function,0x7579e0,135,"DefaultHandler$writeTag /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:569"
code-creation,Function,0x757ac0,344,"DefaultHandler$writeText /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:572"
code-creation,Function,0x757c80,135,"DefaultHandler$writeComment /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:578"
code-creation,Function,0x757d60,135,"DefaultHandler$writeDirective /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:581"
code-creation,Function,0x757e40,135,"DefaultHandler$error /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:584"
code-creation,Function,0x758100,292,"DefaultHandler$handleCallback /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:595"
code-creation,Function,0x758280,4255,"DefaultHandler$handleElement /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:603"
code-creation,Function,0x7595c0,1239,"DomUtils$testElement /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:659"
code-creation,Function,0x759b80,135," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:696"
code-creation,Function,0x759c40,211,"getTest /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:695"
tick,0xffff07c7,0xbfffcdd0,0x6f3fff,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e3c9,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x75a100,1918,"DomUtils$getElements /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:685"
code-creation,Function,0x75a9a0,449,"DomUtils$getElementById /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:719"
code-creation,Function,0x75abe0,347,"DomUtils$getElementsByTagName /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:725"
code-creation,Function,0x75ada0,347,"DomUtils$getElementsByTagType /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:730"
code-creation,Function,0x75c100,3411," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:23"
code-creation,LazyCompile,0x75d220,386," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.old.js:1"
function-creation,0x70875c,0x75d220
code-creation,StoreIC,0x75d440,88,"_reTrim"
code-creation,StoreIC,0x75d4a0,128,"_reTrimComment"
code-creation,StoreIC,0x75d540,128,"_reWhitespace"
code-creation,StoreIC,0x75d5e0,88,"_reTagName"
code-creation,StoreIC,0x75d640,128,"_reAttrib"
code-creation,StoreIC,0x75d6e0,128,"_reTags"
code-creation,StoreIC,0x75d780,128,"parseComplete"
code-creation,StoreIC,0x75d820,128,"parseChunk"
code-creation,StoreIC,0x75d8c0,128,"done"
code-creation,StoreIC,0x75d960,88,"reset"
code-creation,StoreIC,0x75d9c0,128,"_handler"
code-creation,StoreIC,0x75da60,128,"_buffer"
code-creation,StoreIC,0x75db00,88,"_done"
code-creation,StoreIC,0x75db60,128,"_elements"
code-creation,StoreIC,0x75dc00,128,"_elementsCurrent"
code-creation,StoreIC,0x75dca0,88,"_emptyTags"
code-creation,StoreIC,0x75dd00,128,"reWhitespace"
code-creation,StoreIC,0x75dda0,128,"dom"
code-creation,StoreIC,0x75de40,128,"reset"
code-creation,StoreIC,0x75dee0,128,"done"
code-creation,StoreIC,0x75df80,88,"writeTag"
code-creation,StoreIC,0x75e100,128,"writeText"
code-creation,StoreIC,0x75e1a0,128,"writeComment"
code-creation,StoreIC,0x75e240,88,"writeDirective"
code-creation,StoreIC,0x75e2a0,128,"error"
code-creation,StoreIC,0x75e340,128,"_options"
code-creation,StoreIC,0x75e3e0,88,"Parser"
code-creation,StoreIC,0x75e440,128,"DefaultHandler"
code-creation,StoreIC,0x75e4e0,128,"RssHandler"
code-creation,StoreIC,0x75e580,88,"ElementType"
code-creation,StoreIC,0x75e5e0,128,"DomUtils"
tick,0xc1739,0xbfffe880,0x0,3,0x8fa0,0x72b890,0x652b27,0x6513c1,0x72e3ec,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xc18c3,0xbfffe880,0x0,3,0x8fa0,0x72b890,0x652b27,0x6513c1,0x72e3ec,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x972d01fa,0xbfffe96c,0x320ac7,3,0x17450,0x6529f6,0x6513c1,0x72e3ec,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,StoreIC,0x75e680,118,"dom"
code-creation,StoreIC,0x75e700,118,"_done"
code-creation,StoreIC,0x75e780,118,"_tagStack"
code-creation,LoadIC,0x75e800,62,"_tagStack"
code-creation,StoreIC,0x75e840,88,"last"
code-creation,StoreIC,0x75e8a0,118,"_buffer"
code-creation,StoreIC,0x75e920,118,"_done"
code-creation,StoreIC,0x75e9a0,121,"_elements"
code-creation,StoreIC,0x75ea20,121,"_elementsCurrent"
code-creation,StoreIC,0x75eaa0,121,"_current"
code-creation,StoreIC,0x75eb20,121,"_next"
code-creation,LoadIC,0x75eba0,62,"Text"
code-creation,StoreIC,0x75ebe0,121,"_parseState"
code-creation,StoreIC,0x75ec60,121,"_prevTagSep"
code-creation,StoreIC,0x75ece0,121,"_tagStack"
code-creation,LoadIC,0x75ed60,62,"_handler"
code-creation,LazyCompile,0x75eda0,2336,"test native regexp.js:264"
function-creation,0x55a80c,0x75eda0
tick,0x196e15,0xbfffe8f0,0x0,0,0x75f35e,0x63a1df,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,RegExp,0x75f860,572,"[\\<\\>]"
code-creation,LoadIC,0x75fac0,59,"lastMatchInfoOverride"
code-creation,StoreIC,0x75fb00,118,"lastIndex"
code-creation,StoreIC,0x75fb80,118,"raw"
code-creation,StoreIC,0x75fc00,118,"data"
code-creation,StoreIC,0x75fc80,118,"type"
code-creation,RegExp,0x760100,1727,"^\\s*(\\/?)\\s*([^\\s\\/]+)"
code-creation,LoadIC,0x7607e0,65,"_reTags"
code-creation,LoadIC,0x760840,65,"_next"
code-creation,CallIC,0x7608a0,127,"charAt"
code-creation,LoadIC,0x760940,65,"_current"
code-creation,CallIC,0x7609a0,127,"substring"
code-creation,LoadIC,0x760a40,65,"_parseState"
code-creation,RegExp,0x760aa0,1791,"(^\\s+|\\s+$)"
code-creation,LoadIC,0x7611c0,65,"_reTagName"
code-creation,Stub,0x761220,372,"GenericBinaryOpStub_ADD_OverwriteRight_NoSmiInStub_RegArgs_NumberType_Default"
code-creation,Stub,0x7613a0,373,"GenericBinaryOpStub_ADD_OverwriteLeft_NoSmiInStub_RegArgs_R_Integer32Type_Default"
code-creation,Stub,0x761520,372,"GenericBinaryOpStub_ADD_OverwriteRight_NoSmiInStub_RegArgs_Integer32Type_Default"
code-creation,LazyCompile,0x7616a0,1601,"BuildResultFromMatchInfo native regexp.js:151"
function-creation,0x55a690,0x7616a0
code-creation,CallIC,0x761dc0,89,"SubString"
code-creation,LoadIC,0x761e20,65,"_tagStack"
code-creation,StoreIC,0x761e80,118,"type"
code-creation,LoadIC,0x761f00,62,"type"
code-creation,LoadIC,0x761f40,62,"Script"
code-creation,LoadIC,0x761f80,62,"Style"
code-creation,LoadIC,0x761fc0,62,"Tag"
code-creation,LoadIC,0x762100,65,"_elements"
code-creation,CallIC,0x762160,94,"test"
code-creation,RegExp,0x7621e0,1213,"^\\s*(\\/?)\\s*([^\\s\\/]+)"
code-creation,LoadIC,0x7626c0,62,"raw"
code-creation,LoadIC,0x762700,62,"type"
code-creation,LoadIC,0x762740,65,"_reTrim"
code-creation,CallIC,0x7627a0,127,"replace"
code-creation,CallIC,0x762840,89,"BuildResultFromMatchInfo"
code-creation,StoreIC,0x7628a0,88,"name"
code-creation,CallIC,0x762900,127,"indexOf"
code-creation,LoadIC,0x7629a0,65,"name"
code-creation,LazyCompile,0x762a00,396,"splitMatch native string.js:696"
function-creation,0x55fa5c,0x762a00
code-creation,LazyCompile,0x762c00,142,"DoRegExpExec native regexp.js:117"
function-creation,0x55d588,0x762c00
code-creation,RegExp,0x762ce0,704,"\\s"
code-creation,LazyCompile,0x762fc0,2415,"slice native string.js:552"
function-creation,0x55ab28,0x762fc0
code-creation,LoadIC,0x763a00,62,"data"
code-creation,LoadIC,0x763a40,65,"_reWhitespace"
code-creation,CallIC,0x763aa0,127,"split"
code-creation,CallIC,0x763b40,89,"splitMatch"
code-creation,CallIC,0x763ba0,89,"DoRegExpExec"
code-creation,CallIC,0x763c00,127,"slice"
code-creation,CallIC,0x763ca0,89,"NonStringToString"
code-creation,StoreIC,0x763d00,118,"data"
tick,0x1366a0,0xbfffdc7c,0xbfffddaf,0,0x64c5a9,0x732a60,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,RegExp,0x764100,5682,"([^=<>\\"\\'\\s]+)\\s*=\\s*"([^"]*)"|([^=<>\\"\\'\\s]+)\\s*=\\s*'([^']*)'|([^=<>\\"\\'\\s]+)\\s*=\\s*([^'"\\s]+)|([^=<>\\"\\'\\s\\/]+)"
code-creation,LoadIC,0x765780,65,"attribs"
code-creation,LoadIC,0x7657e0,65,"_reAttrib"
code-creation,CallIC,0x765840,94,"exec"
code-creation,LoadIC,0x7658c0,62,"type"
code-creation,LoadIC,0x765900,62,"data"
code-creation,LoadIC,0x765940,82,""
code-creation,StoreIC,0x7659a0,128,"attribs"
code-creation,RegExp,0x765a40,1183,"(^\\s+|\\s+$)"
code-creation,RegExp,0x766100,568,"\\s"
tick,0x732855,0xbfffeac4,0x1033f38,0,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x765d61,0xbfffe7f4,0xbfffe83e,0,0x64dd93,0x64d90c,0x63a439,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x760f70,0xbfffe7e4,0xbfffe83e,0,0x64dd93,0x64d90c,0x63a439,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x585143,0xbfffeaa8,0x55a700,0,0x733999,0x63a4be,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x63c0b6,0xbfffeaf0,0x1033ec8,0,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,CallIC,0x766360,127,"toString"
tick,0x182e47,0xbfffe960,0x0,0,0x732d11,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x63bcda,0xbfffeaf0,0x1033ec8,0,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x173b0f,0xbfffe720,0x0,1
tick,0x173bcd,0xbfffe540,0x0,1
function-delete,0x547e4c
function-delete,0x54df14
function-delete,0x5589e8
function-delete,0x558a04
function-delete,0x558d34
function-delete,0x559254
function-delete,0x55eacc
function-delete,0x55f9e4
function-delete,0x7051bc
function-delete,0x7058b8
function-delete,0x707578
function-delete,0x7077d4
function-delete,0x708740
code-delete,0x599f20
code-delete,0x59b960
code-delete,0x59b9c0
code-delete,0x59ba00
code-delete,0x59ba60
code-delete,0x59bae0
code-delete,0x6436e0
code-delete,0x6441a0
code-delete,0x644240
code-delete,0x6442e0
code-delete,0x644380
code-delete,0x644420
code-delete,0x644460
code-delete,0x6444a0
code-delete,0x644540
code-delete,0x6445e0
code-delete,0x644680
code-delete,0x644720
code-delete,0x649b40
code-delete,0x649c80
code-delete,0x649d60
code-delete,0x649dc0
code-delete,0x649e20
code-delete,0x649f00
code-delete,0x649f60
code-delete,0x64a100
code-delete,0x64a180
code-delete,0x64a1c0
code-delete,0x64a260
code-delete,0x64a300
code-delete,0x64a360
code-delete,0x64a3c0
code-delete,0x64a4e0
code-delete,0x64a560
code-delete,0x64a5c0
code-delete,0x64a620
code-delete,0x64a6c0
code-delete,0x64a740
code-delete,0x64a780
code-delete,0x64cc80
code-delete,0x64cd00
code-delete,0x64cd80
code-delete,0x64ce00
code-delete,0x64ce80
code-delete,0x64cf00
code-delete,0x64cf80
code-delete,0x64d000
code-delete,0x64d460
code-delete,0x64d4a0
code-delete,0x64d4e0
code-delete,0x64d520
code-delete,0x64d560
code-delete,0x64e400
code-delete,0x725bc0
code-delete,0x725c60
code-delete,0x725d00
code-delete,0x725d60
code-delete,0x725da0
code-delete,0x725e40
code-delete,0x725ee0
code-delete,0x725f40
code-delete,0x726100
code-delete,0x726160
code-delete,0x726200
code-delete,0x726640
code-delete,0x7266e0
code-delete,0x72aea0
code-delete,0x72af40
code-delete,0x72afa0
code-delete,0x72afe0
code-delete,0x72b020
code-delete,0x72ca40
code-delete,0x72caa0
code-delete,0x72cf40
code-delete,0x72d020
code-delete,0x72db00
code-delete,0x72ec60
code-delete,0x72f0a0
code-delete,0x72f0e0
code-delete,0x72f180
code-delete,0x72fe60
code-delete,0x72fea0
code-delete,0x72ff20
code-delete,0x72ff80
code-delete,0x730100
code-delete,0x730160
code-delete,0x7301c0
code-delete,0x730220
code-delete,0x730280
code-delete,0x730600
code-delete,0x7306a0
code-delete,0x730740
code-delete,0x730b20
code-delete,0x730b80
code-delete,0x730c20
code-delete,0x730cc0
code-delete,0x730d60
code-delete,0x730dc0
code-delete,0x730e60
code-delete,0x73d460
code-delete,0x73d4a0
code-delete,0x73d520
code-delete,0x73d580
code-delete,0x73d5c0
code-delete,0x73d620
code-delete,0x73d6a0
code-delete,0x73d720
code-delete,0x73d7a0
code-delete,0x73d820
code-delete,0x73d8a0
code-delete,0x73d900
code-delete,0x73d960
code-delete,0x73d9a0
code-delete,0x73d9e0
code-delete,0x73da80
code-delete,0x73db20
code-delete,0x73db80
code-delete,0x73dc20
code-delete,0x73dc80
code-delete,0x73dd00
code-delete,0x73dda0
code-delete,0x73de20
code-delete,0x73dec0
code-delete,0x73df60
code-delete,0x75d440
code-delete,0x75d4a0
code-delete,0x75d540
code-delete,0x75d5e0
code-delete,0x75d640
code-delete,0x75d6e0
code-delete,0x75d780
code-delete,0x75d820
code-delete,0x75d8c0
code-delete,0x75d960
code-delete,0x75d9c0
code-delete,0x75da60
code-delete,0x75db00
code-delete,0x75db60
code-delete,0x75dc00
code-delete,0x75dca0
code-delete,0x75dd00
code-delete,0x75dda0
code-delete,0x75de40
code-delete,0x75dee0
code-delete,0x75df80
code-delete,0x75e100
code-delete,0x75e1a0
code-delete,0x75e240
code-delete,0x75e2a0
code-delete,0x75e340
code-delete,0x75e440
code-delete,0x75e4e0
code-delete,0x75e580
code-delete,0x75e5e0
code-delete,0x75e680
code-delete,0x75e700
code-delete,0x75e780
code-delete,0x75e800
code-delete,0x75e840
code-delete,0x75e8a0
code-delete,0x75e920
code-delete,0x75e9a0
code-delete,0x75ea20
code-delete,0x75eaa0
code-delete,0x75eb20
code-delete,0x75eba0
code-delete,0x75ebe0
code-delete,0x75ec60
code-delete,0x75ece0
code-delete,0x75ed60
code-delete,0x75fac0
code-delete,0x75fb00
code-delete,0x75fb80
code-delete,0x75fc00
code-delete,0x75fc80
code-delete,0x7607e0
code-delete,0x760840
code-delete,0x7608a0
code-delete,0x760940
code-delete,0x7609a0
code-delete,0x760a40
code-delete,0x7611c0
code-delete,0x761dc0
code-delete,0x761e20
code-delete,0x761e80
code-delete,0x761f00
code-delete,0x761f40
code-delete,0x761f80
code-delete,0x761fc0
code-delete,0x762100
code-delete,0x762160
code-delete,0x7626c0
code-delete,0x762700
code-delete,0x762740
code-delete,0x7627a0
code-delete,0x762840
code-delete,0x7628a0
code-delete,0x762900
code-delete,0x7629a0
code-delete,0x763a00
code-delete,0x763a40
code-delete,0x763aa0
code-delete,0x763b40
code-delete,0x763ba0
code-delete,0x763c00
code-delete,0x763ca0
code-delete,0x763d00
code-delete,0x765780
code-delete,0x7657e0
code-delete,0x765840
code-delete,0x7658c0
code-delete,0x765900
code-delete,0x765940
code-delete,0x7659a0
code-delete,0x766360
tick,0x171f1d,0xbfffe6c0,0x0,1
code-creation,StoreIC,0x766360,118,"answerSaved"
code-creation,CallIC,0x7663e0,89,"DefaultString"
code-creation,LoadIC,0x766440,100,"toString"
code-creation,CallIC,0x7664c0,112,"toString"
code-creation,CallIC,0x766540,89,"IsPrimitive"
code-creation,CallIC,0x7665a0,89,"ToString"
code-creation,StoreIC,0x766600,121,"_parseState"
code-creation,StoreIC,0x766680,121,"_current"
code-creation,StoreIC,0x766700,121,"_prevTagSep"
code-creation,StoreIC,0x766780,118,"type"
code-creation,StoreIC,0x766800,118,"regExp"
code-creation,StoreIC,0x766880,118,"subject"
code-creation,StoreIC,0x766900,118,"lastIndex"
code-creation,LoadIC,0x766980,59,"lastMatchInfoOverride"
code-creation,StoreIC,0x7669c0,118,"lastIndex"
code-creation,StoreIC,0x766a40,118,"answer"
code-creation,StoreIC,0x766ac0,121,"_next"
code-creation,CallIC,0x766b40,89,"NonStringToString"
code-creation,CallIC,0x766ba0,89,"SubString"
code-creation,StoreIC,0x766c00,118,"raw"
tick,0x182385,0xbfffe8f4,0x0,0,0x63a370,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,StoreIC,0x766c80,118,"data"
code-creation,StoreIC,0x766d00,118,"type"
code-creation,LoadIC,0x766d80,65,"_elements"
code-creation,CallIC,0x766de0,276,"push"
code-creation,LoadIC,0x766f20,65,"_next"
code-creation,LoadIC,0x766f80,65,"_reTags"
code-creation,CallIC,0x766fe0,94,"test"
code-creation,LoadIC,0x767060,61,"regExpCache"
code-creation,LoadIC,0x7670a0,61,"lastMatchInfo"
code-creation,CallIC,0x7670e0,127,"charAt"
code-creation,LoadIC,0x767180,65,"_current"
code-creation,CallIC,0x7671e0,127,"substring"
code-creation,LoadIC,0x767280,65,"_parseState"
code-creation,StoreIC,0x7672e0,118,"replaceString"
code-creation,LoadIC,0x767360,65,"_reTagName"
code-creation,CallIC,0x7673c0,94,"exec"
code-creation,LoadIC,0x767440,62,"type"
code-creation,LoadIC,0x767480,62,"lastIndex"
code-creation,LoadIC,0x7674c0,62,"global"
code-creation,CallIC,0x767500,89,"SubString"
code-creation,LoadIC,0x767560,65,"_tagStack"
code-creation,StoreIC,0x7675c0,88,"name"
code-creation,StoreIC,0x767620,118,"data"
code-creation,LoadIC,0x7676a0,62,"type"
code-creation,LoadIC,0x7676e0,62,"Script"
code-creation,LoadIC,0x767720,62,"Style"
code-creation,LoadIC,0x767760,62,"Tag"
code-creation,LoadIC,0x7677a0,62,"data"
code-creation,CallIC,0x7677e0,150,"substring"
code-creation,LoadIC,0x767880,62,"raw"
code-creation,LoadIC,0x7678c0,62,"type"
code-creation,LoadIC,0x767900,65,"_reTrim"
code-creation,CallIC,0x767960,127,"replace"
code-creation,CallIC,0x767a00,89,"StringReplaceRegExp"
code-creation,LoadIC,0x767a60,62,"regExp"
code-creation,CallIC,0x767aa0,89,"BuildResultFromMatchInfo"
code-creation,CallIC,0x767b00,127,"indexOf"
code-creation,LoadIC,0x767ba0,65,"name"
code-creation,LoadIC,0x767c00,65,"_reWhitespace"
code-creation,CallIC,0x767c60,127,"split"
code-creation,CallIC,0x767d00,89,"splitMatch"
code-creation,CallIC,0x767d60,89,"DoRegExpExec"
code-creation,StoreIC,0x767dc0,128,"attribs"
code-creation,LoadIC,0x767e60,62,"type"
code-creation,LoadIC,0x767ea0,62,"data"
code-creation,CallIC,0x767ee0,127,"slice"
code-creation,CallIC,0x767f80,89,"NonStringToString"
code-creation,LoadIC,0x768100,65,"_reAttrib"
code-creation,CallIC,0x768160,94,"exec"
code-creation,LoadIC,0x7681e0,82,""
code-creation,LoadIC,0x768240,61,"undefined"
code-creation,LoadIC,0x768280,65,"attribs"
tick,0x64c125,0xbfffeab4,0x55c318,0,0x7338b9,0x63a4be,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x64c121,0xbfffeabc,0x71cdc4,0,0x63a4be,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x18213a,0xbfffe8d0,0x0,0,0x732d11,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x76069a,0xbfffea2c,0x13d,0
tick,0x767d24,0xbfffea58,0x55f4c4,0,0x73295f,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x767bdb,0xbfffeaec,0x71cd00,0,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x182e7d,0xbfffe940,0x0,0,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
